(H)ísus	<i>noun</i><br><ol><li>arrow</li></ol>
h₂wéseti|h₂wésoyme|h₂wésowos|h₂wésoh₂|h₂wésētes|h₂wésōmos|h₂wésont|h₂wésēsi|h₂wésontu|h₂wésesi|h₂wésetom|h₂wésom|h₂wésoyt|h₂wésoys|h₂wésetu|h₂wésete|h₂wésoyh₁m̥|h₂wésonti|h₂wésōh₂|h₂wésoytām|h₂wéses|h₂wésowe|h₂wésēti|h₂wése|h₂wésomos|h₂wésetes|h₂wésēte|h₂wésōnti|h₂wésoyh₁n̥t|h₂wésetām|h₂wésome|h₂wésoyte|h₂wésōwos|h₂wésonts|h₂wéset|h₂wésoywe|h₂wésoytom	<i>verb</i><br><ol><li>to dwell, remain</li></ol>
h₂wóstu|h₂wóstwey|h₂wóstwi|h₂wóstubʰi|h₂wóstuh₁|h₂wóstusu|h₂wóstumos|h₂wóstus|h₂wóstwih₁|h₂wóstuh₂|h₂wóstwoHom	<i>noun</i><br><ol><li>home, dwelling</li></ol>
h₂wĺ̥h₁neh₂|h₂wĺ̥h₁neh₂s|h₂wĺ̥h₁neh₂ey|h₂wĺ̥h₁neh₂i|h₂wĺ̥h₁nām|h₂wĺ̥h₁neh₂h₁	<i>noun</i><br><ol><li>wool</li></ol>
h₂wḗh₁ti|h₂wḗh₁tu|h₂wéh₁ih₁n̥t|h₂wéh₁tām|h₂wḗh₁mi|h₂wéh₁yeh₁m̥|h₂wéh₁ih₁tom|h₂wéh₁n̥t|h₂wḗh₁owos|h₂wḗh₁m̥|h₂wéh₁n̥ts|h₂wéh₁yeh₁s|h₂wéh₁tes|h₂wéh₁we|h₂wéh₁ih₁we|h₂wéh₁dʰi|h₂wéh₁wos|h₂wéh₁ih₁me|h₂wḗh₁s|h₂wéh₁n̥tu|h₂wéh₁me|h₂wéh₁te|h₂wéh₁tom|h₂wéh₁ih₁tām|h₂wéh₁n̥ti|h₂wḗh₁onti|h₂wḗh₁ete|h₂wḗh₁oh₂|h₂wḗh₁esi|h₂wéh₁yeh₁t|h₂wḗh₁etes|h₂wḗh₁t|h₂wéh₁ih₁te|h₂wḗh₁omos|h₂wéh₁mos|h₂wḗh₁eti|h₂wḗh₁|h₂wḗh₁si	<i>verb</i><br><ol><li>to blow (of wind)</li></ol>
h₂yuHn̥téh₂|h₂yuh₁n̥tā́m|h₂yuh₁n̥téh₂bʰi|h₂yuh₁n̥téh₂|h₂yuh₁n̥téh₂es|h₂yuh₁n̥téh₂h₁|h₂yuh₁n̥téh₂mos|h₂yuh₁n̥téh₂ey|h₂yuh₁n̥téh₂i|h₂yuh₁n̥téh₂h₁e|h₂yuh₁n̥téh₂oHom|h₂yuh₁n̥téh₂m̥s|h₂yuh₁n̥téh₂s|h₂yuh₁n̥téh₂su	<i>noun</i><br><ol><li>youth</li></ol>
h₂yuHn̥ḱós|h₂yuHn̥ḱéh₂|h₂yuHn̥ḱóh₁|h₂yuHn̥ḱéh₂s|h₂yuHn̥ḱéh₂es|h₂yuHn̥ḱā́m|h₂yuHn̥ḱéy|h₂yuHn̥ḱóy|h₂yuHn̥ḱéh₂ey|h₂yuHn̥ḱéad|h₂yuHn̥ḱómos|h₂yuHn̥ḱóm|h₂yuHn̥ḱóms|h₂yuHn̥ḱéh₂h₁|h₂yuHn̥ḱéh₂oHom|h₂yuHn̥ḱéh₂h₁e|h₂yuHn̥ḱóyh₁|h₂yuHn̥ḱṓys|h₂yuHn̥ḱóey|h₂yuHn̥ḱéh₂su|h₂yuHn̥ḱé|h₂yuHn̥ḱéh₂mos|h₂yuHn̥ḱósyo|h₂yuHn̥ḱóHom|h₂yuHn̥ḱéh₂bʰi|h₂yuHn̥ḱóes|h₂yuHn̥ḱóysu|h₂yuHn̥ḱéh₂m̥s|h₂yuHn̥ḱéh₂i	<i>adj</i><br><ol><li>young</li></ol>
h₂yéwHō|h₂yuHnóHom|h₂yuHnés|h₂yéwHonh₁e|h₂yuHnbʰí|h₂yéwHonh₁|h₂yuHnéh₁|h₂yuHn̥yéh₂su|h₂yuHn̥yéh₂bʰi|h₂yuHénih₂m̥|h₂yuHnmós|h₂yuHn̥yéh₂i|h₂yuHénih₂|h₂yuHn̥yéh₂oHom|h₂yuHn̥yéh₂h₁|h₂yuHnsú|h₂yuHénih₂m̥s|h₂yuHn̥yéh₂ey|h₂yuHn̥yéh₂|h₂yuHnéy|h₂yuHn̥yéh₂mos|h₂yéwHoni|h₂yuHénih₂h₁|h₂yéwHonm̥s|h₂yuHn̥yéh₂s|h₂yéwHonih₁|h₂yéwHonm̥|h₂yuHénih₂h₁e|h₂yéwHones|h₂yéwHon|h₂yuHénih₂es	<i>adj</i><br><ol><li>young</li></ol>
h₂ébōl|h₂blés|h₂ébolh₁e|h₂bl̥mós|h₂bléy|h₂béli|h₂ébolh₁|h₂éboles|h₂bl̥sú|h₂ébolm̥s|h₂ébolm̥|h₂blóHom|h₂bél|h₂bléh₁|h₂bl̥bʰí|h₂ébol	<i>noun</i><br><ol><li>apple</li></ol>
h₂éd	<i>adv</i><br><ol><li>to, at</li></ol>
h₂égʰos|h₂égʰesmos|h₂égʰesu|h₂égʰesh₁|h₂égʰesi|h₂égʰesbʰi|h₂égʰesih₁|h₂égʰesey|h₂égʰes|h₂égʰōs|h₂égʰesos|h₂égʰesoHom	<i>noun</i><br><ol><li>(emotional) distress</li></ol>
h₂éh₃mr̥	<i>noun</i><br><ol><li>heat</li></ol>
h₂ékʷeh₂|h₂ékʷeh₂h₁|h₂ékʷeh₂s|h₂ékʷām|h₂ékʷeh₂ey|h₂ékʷeh₂i	<i>noun</i><br><ol><li>water</li></ol>
h₂élbʰit|h₂l̥bʰitéy|h₂élbʰitih₁|h₂l̥bʰitmós|h₂élbʰith₂|h₂l̥bʰitóHom|h₂l̥bʰitbʰí|h₂l̥bʰités|h₂l̥bʰitsú|h₂élbʰiti|h₂l̥bʰitéh₁	<i>noun</i><br><ol><li>barley</li></ol>
h₂életi|h₂éloyme|h₂élōmos|h₂éloytām|h₂élontor|h₂éloyh₁o|h₂éloyt|h₂éloh₂er|h₂életu|h₂éloywedʰh₂|h₂életo|h₂éledʰh₂we|h₂életor|h₂élētor|h₂élōh₂|h₂élowedʰh₂|h₂élomosdʰh₂|h₂élōntor|h₂élōnti|h₂élontu|h₂élēti|h₂élonts|h₂élesi|h₂éle|h₂élēth₂er|h₂éloyto|h₂élēdʰh₂we|h₂éloyte|h₂életām|h₂élomos|h₂éloydʰh₂we|h₂éloyh₁n̥to|h₂éloyh₁m̥|h₂éloyh₁n̥t|h₂éloys|h₂éloh₂|h₂élōwosdʰh₂|h₂éles|h₂éloywe|h₂élont|h₂éloyth₂e|h₂élet|h₂éloh₂e|h₂élōh₂er|h₂élome|h₂élonto|h₂életh₂er|h₂élete|h₂élēte|h₂élōror|h₂élonti|h₂életh₂e|h₂élōwos|h₂éloyh₂e|h₂éloyro|h₂éloror|h₂élēsi|h₂élōmosdʰh₂|h₂élowosdʰh₂|h₂éloytom|h₂élomedʰh₂|h₂élowos|h₂éloro|h₂élomnos|h₂éleso|h₂éloymedʰh₂|h₂élom|h₂élētes|h₂életom|h₂életes|h₂élowe	<i>verb</i><br><ol><li>to be nourishing</li></ol>
h₂élteros|h₂élterey|h₂éltereh₂s|h₂éltereh₂h₁|h₂élteread|h₂éltereh₂su|h₂éltereh₂i|h₂élteroes|h₂élteroms|h₂élteromos|h₂élterām|h₂éltereh₂|h₂élteroy|h₂élteroHom|h₂élteroh₁|h₂élteroyh₁|h₂éltereh₂ey|h₂éltereh₂m̥s|h₂éltereh₂oHom|h₂éltereh₂bʰi|h₂éltereh₂es|h₂élterōys|h₂élteroysu|h₂éltereh₂mos|h₂élterom|h₂élterosyo|h₂éltereh₂h₁e|h₂élteroey|h₂éltere	<i>det</i><br><ol><li>other (of two), second</li></ol>
h₂élyos|h₂élyosmey|h₂élyoymos|h₂élyom|h₂élyosyeh₂ey|h₂élyoms|h₂élyōys|h₂élyeh₂su|h₂élyosyeh₂|h₂élyeh₂soHom|h₂élyosyo|h₂élyosyeh₂s|h₂élyām|h₂élyeh₂m̥s|h₂élyoh₁|h₂élyosmi|h₂élyoysoHom|h₂élyoysu|h₂élyeh₂eh₁|h₂élyoy|h₂élyosmead|h₂élyeh₂bʰi|h₂élyonoh₁|h₂élyeh₂h₁|h₂élyod|h₂élyeh₂es|h₂élyeh₂mos|h₂élyeh₂	<i>det</i><br><ol><li>other, another</li></ol>
h₂éndʰos|h₂éndʰesi|h₂éndʰesoHom|h₂éndʰesbʰi|h₂éndʰesmos|h₂éndʰōs|h₂éndʰes|h₂éndʰesh₁|h₂éndʰesih₁|h₂éndʰesey|h₂éndʰesos|h₂éndʰesu	<i>noun</i><br><ol><li>bloom</li></ol>
h₂éngʷʰis|h₂n̥gʷʰḗy|h₂éngʷʰi|h₂éngʷʰih₁|h₂n̥gʷʰímos|h₂n̥gʷʰéys|h₂n̥gʷʰéyoHom|h₂éngʷʰims|h₂n̥gʷʰísu|h₂éngʷʰih₁e|h₂éngʷʰeyes|h₂n̥gʷʰíbʰi|h₂n̥gʷʰíh₁|h₂éngʷʰim|h₂n̥gʷʰéy|h₂n̥gʷʰéyey	<i>noun</i><br><ol><li>snake</li></ol>
h₂énh₁ti|h₂énh₁eti|h₂énh₁owos|h₂n̥h₁yéh₁t|h₂énh₁etes|h₂n̥h₁tā́m|h₂énh₁si|h₂n̥h₁ih₁mé|h₂n̥h₁wé|h₂n̥h₁té|h₂n̥h₁ih₁té|h₂n̥h₁dʰí|h₂énh₁esi|h₂énh₁|h₂n̥h₁yéh₁m̥|h₂énh₁oh₂|h₂n̥h₁énti|h₂n̥h₁ih₁tā́m|h₂énh₁s|h₂énh₁t|h₂n̥h₁ént|h₂énh₁onti|h₂n̥h₁ih₁ént|h₂énh₁m̥|h₂n̥h₁mé|h₂énh₁mi|h₂n̥h₁ih₁tóm|h₂n̥h₁tóm|h₂n̥h₁yéh₁s|h₂n̥h₁wós|h₂énh₁ete|h₂n̥h₁mós|h₂n̥h₁ónts|h₂énh₁omos|h₂énh₁tu|h₂n̥h₁tés|h₂n̥h₁ih₁wé|h₂n̥h₁éntu	<i>verb</i><br><ol><li>to breathe</li></ol>
h₂énh₂ts|h₂n̥h₂tmós|h₂n̥h₂tóHom|h₂n̥h₂téy|h₂énh₂t|h₂énh₂tes|h₂énh₂th₁e|h₂énh₂tm̥|h₂énh₂ti|h₂n̥h₂tbʰí|h₂n̥h₂tés|h₂n̥h₂téh₁|h₂énh₂tm̥s|h₂n̥h₂tsú|h₂énh₂th₁	<i>noun</i><br><ol><li>duck</li></ol>
h₂énkos|h₂énkesoHom|h₂énkesbʰi|h₂énkesmos|h₂énkesi|h₂énkesh₁|h₂énkesey|h₂énkesos|h₂énkōs|h₂énkesu|h₂énkesih₁|h₂énkes	<i>noun</i><br><ol><li>curve, bend</li></ol>
h₂énteros|h₂énterosyo|h₂énteroh₁|h₂énteromos|h₂éntereh₂h₁e|h₂énteroey|h₂énteroy|h₂énteroyh₁|h₂énterōys|h₂éntereh₂s|h₂éntereh₂|h₂éntereh₂oHom|h₂éntereh₂m̥s|h₂éntereh₂su|h₂énterām|h₂éntereh₂ey|h₂éntereh₂es|h₂énteread|h₂énteroHom|h₂énteroysu|h₂éntere|h₂énterom|h₂éntereh₂mos|h₂énteroms|h₂éntereh₂bʰi|h₂énteroes|h₂énterey|h₂éntereh₂i|h₂éntereh₂h₁	<i>det</i><br><ol><li>second, other</li></ol>
h₂énti	<i>adv</i><br><ol><li>opposite</li><li>near</li><li>in front</li><li>before</li></ol>
h₂énts|h₂énth₁|h₂éntes|h₂ént|h₂éntm̥s|h₂énti|h₂éntih₁|h₂éntm̥|h₂n̥tóHom|h₂n̥tsú|h₂n̥téy|h₂n̥tmós|h₂énth₂|h₂énth₁e|h₂n̥tés|h₂n̥téh₁|h₂n̥tbʰí	<i>noun</i><br><ol><li>forehead</li><li>front</li></ol>
h₂énǵʰus|h₂n̥ǵʰéwih₂|h₂n̥ǵʰéwoHom|h₂n̥ǵʰuyéh₂oHom|h₂énǵʰuh₂|h₂n̥ǵʰéw|h₂n̥ǵʰúh₂|h₂n̥ǵʰéwih₂h₁e|h₂énǵʰums|h₂n̥ǵʰéwbʰi|h₂n̥ǵʰéwi|h₂n̥ǵʰúms|h₂n̥ǵʰúh₁e|h₂n̥ǵʰéwh₁|h₂énǵʰwih₁|h₂n̥ǵʰuyéh₂su|h₂n̥ǵʰúh₁|h₂n̥ǵʰúbʰi|h₂n̥ǵʰéwih₂es|h₂n̥ǵʰéwih₂m̥|h₂énǵʰum|h₂n̥ǵʰuyéh₂h₁|h₂n̥ǵʰúmos|h₂n̥ǵʰúyh₁|h₂n̥ǵʰéwmos|h₂énǵʰu|h₂n̥ǵʰuyéh₂ey|h₂n̥ǵʰuyéh₂bʰi|h₂n̥ǵʰuyéh₂i|h₂n̥ǵʰéwih₂m̥s|h₂n̥ǵʰéws|h₂n̥ǵʰúes|h₂n̥ǵʰú|h₂n̥ǵʰéwih₂h₁|h₂n̥ǵʰúm|h₂n̥ǵʰuyéh₂s|h₂n̥ǵʰuyéh₂mos|h₂n̥ǵʰús|h₂énǵʰuh₁|h₂n̥ǵʰéwey|h₂n̥ǵʰuyéh₂|h₂n̥ǵʰéwsu|h₂énǵʰewes|h₂énǵʰuh₁e|h₂n̥ǵʰúsu	<i>adj</i><br><ol><li>narrow, tight</li></ol>
h₂érh₃trom|h₂érh₃tromos|h₂érh₃troh₁|h₂érh₃trōys|h₂érh₃trosyo|h₂érh₃treh₂|h₂érh₃troy|h₂érh₃tread|h₂érh₃troyh₁|h₂érh₃trey|h₂érh₃troysu|h₂érh₃troey|h₂érh₃troHom	<i>noun</i><br><ol><li>plough, ard</li></ol>
h₂éryeti|h₂éryowosdʰh₂|h₂éryonto|h₂éryoyh₂e|h₂éryom|h₂éryonti|h₂éryēti|h₂éryōwos|h₂éryetu|h₂éryōmos|h₂éryont|h₂éryoyth₂e|h₂éryoror|h₂éryeso|h₂éryōntor|h₂éryetor|h₂éryoyro|h₂éryoyh₁n̥to|h₂éryōwosdʰh₂|h₂éryōnti|h₂éryowe|h₂éryoytām|h₂éryomosdʰh₂|h₂éryete|h₂éryoyto|h₂éryoywe|h₂érye|h₂éryoys|h₂éryes|h₂éryēte|h₂éryoyte|h₂éryōh₂er|h₂éryoyt|h₂éryetom|h₂éryomedʰh₂|h₂éryet|h₂éryētor|h₂éryōmosdʰh₂|h₂éryoywedʰh₂|h₂éryesi|h₂éryēth₂er|h₂éryoymedʰh₂|h₂éryoydʰh₂we|h₂éryomnos|h₂éryētes|h₂éryoh₂e|h₂éryoro|h₂éryoytom|h₂éryowos|h₂éryoyh₁o|h₂éryome|h₂éryoh₂|h₂éryontu|h₂éryedʰh₂we|h₂éryetes|h₂éryōror|h₂éryeto|h₂éryoyh₁n̥t|h₂éryēdʰh₂we|h₂éryoh₂er|h₂éryoyh₁m̥|h₂éryetām|h₂éryōh₂|h₂éryonts|h₂éryeth₂e|h₂éryēsi|h₂éryowedʰh₂|h₂éryoyme|h₂éryeth₂er|h₂éryomos|h₂éryontor	<i>verb</i><br><ol><li>to be ploughing</li></ol>
h₂éwh₂os|h₂éwh₂om|h₂éwh₂omos|h₂éwh₂oy|h₂éwh₂oh₁|h₂éwh₂ead|h₂éwh₂oHom|h₂éwh₂oey|h₂éwh₂osyo|h₂éwh₂oms|h₂éwh₂ōys|h₂éwh₂ey|h₂éwh₂oes|h₂éwh₂oysu|h₂éwh₂e	<i>noun</i><br><ol><li>maternal grandfather</li><li>maternal uncle</li></ol>
h₂éwis|h₂éwih₁e|h₂wimós|h₂wibʰí|h₂uyóHom|h₂wisú|h₂éwi|h₂uyés|h₂éwims|h₂éweyes|h₂éwih₁|h₂uyéh₁|h₂éwim|h₂uyéy	<i>noun</i><br><ol><li>bird</li></ol>
h₂éwsōs|h₂éwsosh₁e|h₂usóHom|h₂usmós|h₂éwsosm̥s|h₂uséh₁|h₂usési|h₂usú|h₂éwsosm̥|h₂éwsos|h₂usbʰí|h₂uséy|h₂éwsoses|h₂éwsosh₁|h₂usés	<i>noun</i><br><ol><li>dawn</li><li>goddess of dawn, bringer of light</li></ol>
h₂éyeri	<i>adv</i><br><ol><li>early, in the morning</li></ol>
h₂éymō|h₂imn̥bʰí|h₂imn̥mós|h₂imén|h₂éymonm̥|h₂éymones|h₂éymonm̥s|h₂ym̥néy|h₂éymonh₁|h₂imn̥sú|h₂ym̥néh₁|h₂ym̥nés|h₂éymonh₁e|h₂iméni|h₂éymon|h₂ym̥nóHom	<i>noun</i><br><ol><li>imitation</li></ol>
h₂éyos|h₂éyesoHom|h₂éyesmos|h₂éyesi|h₂éyesbʰi|h₂éyesos|h₂éyōs|h₂éyesih₁|h₂éyesey|h₂éyesu|h₂éyesh₁|h₂éyes	<i>noun</i><br><ol><li>a metal, copper, bronze</li></ol>
h₂éǵeti|h₂éǵoyh₁n̥to|h₂éǵoyh₁n̥t|h₂éǵedʰh₂we|h₂éǵome|h₂éǵōnti|h₂éǵomosdʰh₂|h₂éǵēti|h₂éǵoywedʰh₂|h₂éǵetes|h₂éǵoys|h₂éǵoytām|h₂éǵoywe|h₂éǵēsi|h₂éǵoyro|h₂éǵetām|h₂éǵoydʰh₂we|h₂éǵe|h₂éǵoyto|h₂éǵont|h₂éǵete|h₂éǵoyte|h₂éǵōwosdʰh₂|h₂éǵōmosdʰh₂|h₂éǵom|h₂éǵoyme|h₂éǵonts|h₂éǵēth₂er|h₂éǵōntor|h₂éǵowosdʰh₂|h₂éǵomnos|h₂éǵōwos|h₂éǵoyh₂e|h₂éǵontu|h₂éǵeth₂e|h₂éǵōmos|h₂éǵontor|h₂éǵomedʰh₂|h₂éǵeth₂er|h₂éǵēte|h₂éǵetom|h₂éǵoyt|h₂éǵonti|h₂éǵētor|h₂éǵēdʰh₂we|h₂éǵetu|h₂éǵowedʰh₂|h₂éǵowos|h₂éǵōh₂|h₂éǵesi|h₂éǵētes|h₂éǵoror|h₂éǵowe|h₂éǵoh₂|h₂éǵomos|h₂éǵōh₂er|h₂éǵoh₂er|h₂éǵoyth₂e|h₂éǵoymedʰh₂|h₂éǵoh₂e|h₂éǵonto|h₂éǵes|h₂éǵoytom|h₂éǵoyh₁m̥|h₂éǵeso|h₂éǵetor|h₂éǵeto|h₂éǵoro|h₂éǵet|h₂éǵōror|h₂éǵoyh₁o	<i>verb</i><br><ol><li>to be driving</li></ol>
h₂éǵros|h₂éǵroh₁|h₂éǵrōys|h₂éǵread|h₂éǵre|h₂éǵroy|h₂éǵroysu|h₂éǵroey|h₂éǵrey|h₂éǵroms|h₂éǵrom|h₂éǵroHom|h₂éǵromos|h₂éǵrosyo|h₂éǵroes	<i>noun</i><br><ol><li>field, pasturage</li></ol>
h₂éǵr̥yos|h₂éǵr̥yeh₂i|h₂éǵr̥yoh₁|h₂éǵr̥yoms|h₂éǵr̥yosyo|h₂éǵr̥yeh₂m̥s|h₂éǵr̥yōys|h₂éǵr̥yeh₂mos|h₂éǵr̥yoysu|h₂éǵr̥yeh₂es|h₂éǵr̥yeh₂su|h₂éǵr̥yoyh₁|h₂éǵr̥yom|h₂éǵr̥yoHom|h₂éǵr̥yead|h₂éǵr̥yām|h₂éǵr̥ye|h₂éǵr̥yeh₂|h₂éǵr̥yeh₂s|h₂éǵr̥yeh₂bʰi|h₂éǵr̥yeh₂h₁|h₂éǵr̥yoes|h₂éǵr̥yeh₂ey|h₂éǵr̥yeh₂h₁e|h₂éǵr̥yoey|h₂éǵr̥yoy|h₂éǵr̥yeh₂oHom|h₂éǵr̥yey|h₂éǵr̥yomos	<i>adj</i><br><ol><li>campestral, field (attributive), of or relating to fields</li></ol>
h₂éḱmō|h₂ḱmn̥sú|h₂ḱm̥néy|h₂ḱmn̥bʰí|h₂ḱmn̥mós|h₂éḱmones|h₂éḱmonm̥s|h₂ḱm̥nóHom|h₂éḱmon|h₂ḱmén|h₂éḱmonm̥|h₂ḱm̥nés|h₂éḱmonh₁|h₂ḱméni|h₂éḱmonh₁e|h₂ḱm̥néh₁	<i>noun</i><br><ol><li>stone</li></ol>
h₂éḱru|h₂ḱréw|h₂ḱréwi|h₂ḱrúsu|h₂ḱrúmos|h₂ḱréws|h₂ḱréwoHom|h₂ḱrúh₁|h₂éḱr̥wih₁|h₂ḱréwey|h₂ḱrúbʰi|h₂éḱruh₂	<i>noun</i><br><ol><li>tear (in the eyes)</li></ol>
h₂ógr̥|h₂égni|h₂égōr|h₂gnéy|h₂égney|h₂gnéh₁|h₂gén|h₂égn̥s|h₂égn̥h₁|h₂égn̥|h₂gnés|h₂géni	<i>noun</i><br><ol><li>berry</li></ol>
h₂ónkos|h₂ónkoHom|h₂ónkoh₁|h₂ónkoysu|h₂ónkoey|h₂ónke|h₂ónkoy|h₂ónkey|h₂ónkoms|h₂ónkosyo|h₂ónkom|h₂ónkomos|h₂ónkōys|h₂ónkoes|h₂ónkead	<i>noun</i><br><ol><li>bend, turn</li></ol>
h₂óst|h₂stséh₁|h₂éstsey|h₂stséy|h₂ésts|h₂óstih₁|h₂éstsi|h₂éstsh₁|h₂stsés|h₂éstsōs|h₂éstsos	<i>noun</i><br><ol><li>Alternative reconstruction of *h₃ésth₁</li></ol>
h₂ówis|h₂wibʰí|h₂óweyes|h₂éwim|h₂éwyey|h₂éwih₁e|h₂éwi|h₂uyés|h₂éweyes|h₂éwih₁|h₂wimós|h₂wisú|h₂éwis|h₂ówi|h₂ówims|h₂uyéh₁|h₂uyéy|h₂uyóHom|h₂éwyoHom|h₂éwisu|h₂éwibʰi|h₂ówim|h₂ówih₁|h₂éwimos|h₂ówih₁e|h₂éwims	<i>noun</i><br><ol><li>sheep</li></ol>
h₂óyu|h₂óywih₁|h₂yúh₁|h₂yéws|h₂yúbʰi|h₂yéwoHom|h₂yéwey|h₂yéwi|h₂yúsu|h₂óyuh₂|h₂yéw|h₂yúmos	<i>noun</i><br><ol><li>long time, lifetime</li></ol>
h₂óḱets|h₂éḱetey|h₂óḱetm̥s|h₂óḱetm̥|h₂éḱetmos|h₂éḱet|h₂éḱetsu|h₂óḱeth₁|h₂éḱeti|h₂éḱeth₁|h₂éḱets|h₂éḱetbʰi|h₂óḱeth₁e|h₂óḱetes|h₂éḱetoHom|h₂óḱet	<i>noun</i><br><ol><li>harrow</li></ol>
h₂óḱris|h₂éḱrimos|h₂óḱrih₁e|h₂éḱrisu|h₂óḱrim|h₂óḱreyes|h₂éḱrih₁|h₂éḱri|h₂éḱribʰi|h₂éḱr̥yoHom|h₂éḱris|h₂óḱri|h₂óḱrih₁|h₂éḱr̥yey|h₂óḱrims	<i>noun</i><br><ol><li>top, protrusion</li><li>sharp edge, corner</li></ol>
h₂ōwyóm|h₂ōwyóyh₁|h₂ōwyéad|h₂ōwyóy|h₂ōwyómos|h₂ōwyóh₁|h₂ōwyóey|h₂ōwyéy|h₂ōwyósyo|h₂ōwyṓys|h₂ōwyóHom|h₂ōwyéh₂|h₂ōwyóysu	<i>noun</i><br><ol><li>egg</li></ol>
h₂ŕ̥tḱos|h₂ŕ̥tḱead|h₂ŕ̥tḱoysu|h₂ŕ̥tḱosyo|h₂ŕ̥tḱom|h₂ŕ̥tḱoms|h₂ŕ̥tḱoes|h₂ŕ̥tḱoy|h₂ŕ̥tḱoey|h₂ŕ̥tḱōys|h₂ŕ̥tḱoHom|h₂ŕ̥tḱomos|h₂ŕ̥tḱey|h₂ŕ̥tḱe|h₂ŕ̥tḱoh₁	<i>noun</i><br><ol><li>bear</li></ol>
h₂ḱh₂owsyéti|h₂ḱh₂owsyóh₂|h₂ḱh₂owsyóyte|h₂ḱh₂owsyóyme|h₂ḱh₂owsyṓh₂|h₂ḱh₂owsyés|h₂ḱh₂owsyóytām|h₂ḱh₂owsyówos|h₂ḱh₂owsyétu|h₂ḱh₂owsyé|h₂ḱh₂owsyḗte|h₂ḱh₂owsyḗti|h₂ḱh₂owsyóytom|h₂ḱh₂owsyónts|h₂ḱh₂owsyóywe|h₂ḱh₂owsyési|h₂ḱh₂owsyóm|h₂ḱh₂owsyóyh₁n̥t|h₂ḱh₂owsyóys|h₂ḱh₂owsyṓnti|h₂ḱh₂owsyóntu|h₂ḱh₂owsyétom|h₂ḱh₂owsyówe|h₂ḱh₂owsyómos|h₂ḱh₂owsyétām|h₂ḱh₂owsyḗsi|h₂ḱh₂owsyóyt|h₂ḱh₂owsyónti|h₂ḱh₂owsyóme|h₂ḱh₂owsyóyh₁m̥|h₂ḱh₂owsyétes|h₂ḱh₂owsyónt|h₂ḱh₂owsyḗtes|h₂ḱh₂owsyét|h₂ḱh₂owsyṓmos|h₂ḱh₂owsyéte|h₂ḱh₂owsyṓwos	<i>verb</i><br><ol><li>to be sharp-eared, to hear well</li></ol>
h₂ḱrós|h₂ḱróHom|h₂ḱréh₂h₁e|h₂ḱrṓys|h₂ḱréad|h₂ḱróm|h₂ḱréh₂s|h₂ḱréh₂ey|h₂ḱróh₁|h₂ḱrómos|h₂ḱré|h₂ḱróysu|h₂ḱréy|h₂ḱréh₂i|h₂ḱróyh₁|h₂ḱróy|h₂ḱréh₂h₁|h₂ḱréh₂|h₂ḱréh₂es|h₂ḱréh₂m̥s|h₂ḱrā́m|h₂ḱréh₂oHom|h₂ḱréh₂bʰi|h₂ḱréh₂mos|h₂ḱróms|h₂ḱrósyo|non-ablauting|h₂ḱróey|h₂ḱréh₂su|h₂ḱróes	<i>adj</i><br><ol><li>sharp</li></ol>
h₂ṓms|h₂émi|h₂emés|h₂eméy|h₂embʰí|h₂ómh₁e|h₂emmós|h₂ém|h₂emsú|h₂óm|h₂ómes|h₂emóHom|h₂ómm̥s|h₂ṓm|h₂ómh₁|h₂eméh₁	<i>noun</i><br><ol><li>shoulder</li></ol>
h₂ṓws|h₂éwsōs|h₂éwsosm̥s|h₂éws|h₂éwsey|h₂éwsi|h₂éwsosm̥|h₂éwsh₁|h₂éwsoses|h₂éwsosh₁|h₂usés|h₂éwsosh₁e|h₂ṓwsih₁|h₂usbʰí|h₂uséy|h₂usóHom|h₂éwsos|h₂usmós|h₂usési|h₂usú|h₂uséh₁	<i>noun</i><br><ol><li>ear</li></ol>
h₃bʰrúHs|h₃bʰruHbʰí|h₃bʰruHéh₁|h₃bʰrḗwHes|h₃bʰrḗwHh₁e|h₃bʰrḗwHs|h₃bʰrḗwH|h₃bʰruHmós|h₃bʰruHéy|h₃bʰrḗwHi|h₃bʰrḗwHm̥|h₃bʰrḗwHh₁|h₃bʰruHóHom|h₃bʰruHés|h₃bʰrḗwHm̥s|h₃bʰruHsú	<i>noun</i><br><ol><li>eyebrow</li></ol>
h₃dónts|h₃dónth₁|h₃dn̥téy|h₃dn̥tés|h₃dóntm̥|h₃dn̥tsú|h₃dn̥tóHom|h₃dn̥téh₁|h₃dóntes|h₃dóntm̥s|h₃dónth₁e|h₃dónti|h₃dn̥tbʰí|h₃dónt|h₃dn̥tmós	<i>noun</i><br><ol><li>tooth</li></ol>
h₃edʰḗs	<i>noun</i><br><ol><li>adze</li></ol>
